"feature"	"structurePerIdRank"	"formulaRank"	"ConfidenceScoreExact"	"ConfidenceScoreApproximate"	"CSI.FingerIDScore"	"ZodiacScore"	"SiriusScore"	"molecularFormula"	"adduct"	"precursorFormula"	"InChIkey2D"	"InChI"	"name"	"smiles"	"xlogp"	"pubchemids"	"links"	"dbflags"	"ionMass"	"retentionTimeInSeconds"	"retentionTimeInMinutes"	"formulaId"	"alignedFeatureId"	"mappingFeatureId"	"overallFeatureQuality"	"NPC.pathway"	"NPC.pathway.Probability"	"NPC.superclass"	"NPC.superclass.Probability"	"NPC.class"	"NPC.class.Probability"	"ClassyFire.superclass"	"ClassyFire.superclass.probability"	"ClassyFire.class"	"ClassyFire.class.Probability"	"ClassyFire.subclass"	"ClassyFire.subclass.Probability"	"ClassyFire.level.5"	"ClassyFire.level.5.Probability"	"ClassyFire.most.specific.class"	"ClassyFire.most.specific.class.Probability"	"ClassyFire.all.classifications"	"Avena.sativa"	"Chelidonium.majus"	"Cinchona.pubescens"	"Citrullus.colocynthis."	"Colon.Suis.D4"	"Cynara.scolymus"	"Duodenum.Suis.D4"	"Hepar.comp.Ampoules..Bulk.mat.52324."	"Hepar.Suis.D4"	"Hepeel.ampoule.solution..Bulk"	"Lycopodium.clavatum"	"Mixture.analogue.Hepar"	"Mixture.analogue.Hepeel."	"Myristica.fragrans."	"Negative.Control"	"Negative.control..Wfi.with.NaCl."	"Pankreas.Suis.D4"	"positive.Control"	"Silybum.marianum."	"Taraxacum.officinale"	"Thymus.Suis.D4"	"Veratrum.album"	"Vesica.Fellea.Suis.D4"
"P_22992"	1	1	0.432	0.432	-183.884	NA	17.597	"C21H41NO3"	"[M + H]+"	"C21H42NO3+"	"CODUPDGOIHVIEH"	"InChI=1S/C21H41NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-17-20(23)22-19-16-18-21(24)25/h2-19H2,1H3,(H,22,23)(H,24,25)"	"4-(Heptadecanoylamino)butanoic acid"	"CCCCCCCCCCCCCCCCC(=O)NCCCC(=O)O"	7.3	"164851637"	"PUBCHEM:(164851637)"	2	356.318	782	13.035	637226186561485184	637164209220360448	22992	NA	"Fatty acids"	1	"Fatty amides"	0.999	"N-acyl amines"	0.903	"Lipids and lipid-like molecules"	0.987	"Fatty Acyls"	0.984	"Fatty amides"	0.96	"N-acyl amines"	0.948	"N-acyl amines"	0.948	"Organic compounds; Lipids and lipid-like molecules; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Straight chain fatty acids; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	11798	3648	6420	4970	5008	6404	10282	3900	7428	5543	8339	13150	16366	3615	15855	4945	11422	4381	23678	1295	7650	76830	10807
"P_32058"	1	2	0.695	0.695	-51.439	NA	66.964	"C29H46O"	"[M + H]+"	"C29H47O+"	"CYXFLADDAXGPKC"	"InChI=1S/C29H46O/c1-7-21(19(2)3)9-8-20(4)25-12-13-26-24-11-10-22-18-23(30)14-16-28(22,5)27(24)15-17-29(25,26)6/h7,10,19-20,24-27H,8-9,11-18H2,1-6H3"	"(10R,13R,17R)-10,13-dimethyl-17-[(Z)-5-propan-2-ylhept-5-en-2-yl]-1,2,4,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one"	"CC=C(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(=O)C4)C)C)C(C)C"	8.5	"129669149;11418432"	"PUBCHEM:(129669149 11418432)"	2	411.362	782	13.04	637278182821862016	637164634715768704	32058	NA	"Terpenoids"	0.999	"Steroids"	0.992	"Cholestane steroids"	0.804	"Lipids and lipid-like molecules"	0.996	"Steroids and steroid derivatives"	0.978	"Oxosteroids"	0.802	"3-oxosteroids"	0.769	"3-oxosteroids"	0.769	"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Carbonyl compounds; 3-oxosteroids; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	11494	72653	434560	45647	1463	75396	3913	2651	1981	1988	1523	181750	124214	1191	2058	59470	2096	7061	45078	410657	125370	29330	1548
"P_19136"	1	2	0.445	0.445	-79.712	NA	30.083	"C20H32O3"	"[M + H]+"	"C20H33O3+"	"BARZJLALPXZLMN"	"InChI=1S/C20H32O3/c1-13(11-18(22)23)7-8-15-14(2)16(21)12-17-19(3,4)9-6-10-20(15,17)5/h13,17H,6-12H2,1-5H3,(H,22,23)"	"5-(2,5,5,8a-tetramethyl-3-oxo-3,4,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)-3-methylpentanoic acid"	"CC1=C(C2(CCCC(C2CC1=O)(C)C)C)CCC(C)CC(=O)O"	4.7	"74208355;24066891;26183531;26183533;26183535;26183537"	"COCONUT:(CNP0203915);NORMAN:(NS00097252);TeroMol:(TKC175587 TKC175586 TKC175588 TKC175585 TKC175584);CHEBI:(181048);SUPERNATURAL:(SN0020479);PUBCHEM:(74208355 24066891 26183531 26183533 26183535 26183537);PUBMED:(null)"	11796578	321.239	784	13.065	637210989783243264	637164037698473600	19136	NA	"Fatty acids"	0.632	"Diterpenoids"	0.46	"Hydroxy-hydroperoxyeicosatetraenoic acids"	0.112	"Lipids and lipid-like molecules"	0.97	"Fatty Acyls"	0.769	"Fatty acids and conjugates"	0.738	""	NA	"Fatty acids and conjugates"	0.738	"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	4729	5214	3950	14473	1549	73827	2532	1928	1508	1698	1679486	748461	665183	2671	2838	1876	1413	3068	17244	20176	3709	7531	2763
"P_33650"	1	1	0.756	0.756	-131.975	NA	48.703	"C21H41O6P"	"[M + H]+"	"C21H42O6P+"	"BAAJXXGEGGUMMX"	"InChI=1S/C21H41O6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(22)25-18-20-19-26-28(23,24)27-20/h20H,2-19H2,1H3,(H,23,24)"	"(2-hydroxy-2-oxo-1,3,2λ⁵-dioxaphospholan-4-yl)methyl octadecanoate"	"CCCCCCCCCCCCCCCCCC(=O)OCC1COP(=O)(O1)O"	7.1	"51040919;52922108"	"PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0049908);HMDB:(HMDB0007004);BloodExposome:(52922108);CHEBI:(170122 187408);LIPIDMAPS:(LMGP00000055);SUPERNATURAL:(SN0019940);FooDB:(FDB024198);PUBCHEM:(51040919 52922108);PUBCHEMANNOTATIONDRUG:(null)"	2742026282	421.271	784	13.065	637291367864262528	637164707612780032	33650	NA	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphates"	0.999	"Lipids and lipid-like molecules"	0.982	"Glycerophospholipids"	0.958	"Glycerophosphates"	0.966	"Monoacylglycerophosphates"	0.955	"1-acylglycerol-3-phosphates"	0.938	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Lysophosphatidic acids; Secondary alcohols; Monoacylglycerophosphates; 1-acylglycerol-3-phosphates; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1880	18079	3192	2442	3839	16451	35410	446	1285	839	1520	5362	13096	4070	12073	9586	1153	25509	3798	8364	64170	1440	933
"P_36692"	1	2	0.813	0.813	-139.862	NA	45.745	"C25H45NO5"	"[M + H]+"	"C25H46NO5+"	"JSBYRBLNXFBJNA"	"InChI=1S/C25H45NO5/c1-4-5-6-7-9-12-15-20(2)21(3)16-13-10-8-11-14-17-23(27)26-22(25(30)31)18-19-24(28)29/h22H,4-19H2,1-3H3,(H,26,27)(H,28,29)(H,30,31)"	"2-[[(Z)-9,10-dimethyloctadec-9-enoyl]amino]pentanedioic acid"	"CCCCCCCCC(=C(C)CCCCCCCC(=O)NC(CCC(=O)O)C(=O)O)C"	7.7	"145648903"	"PUBCHEM:(145648903)"	2	440.335	784	13.075	637319396615881472	637164850793750528	36692	NA	"Fatty acids"	1	"Fatty amides"	0.999	"N-acyl amines"	0.993	"Organic acids and derivatives"	1	"Carboxylic acids and derivatives"	1	"Amino acids, peptides, and analogues"	0.997	"Amino acids and derivatives"	0.997	"N-acyl-alpha amino acids"	0.959	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	252	0	3143	59480	729	0	159	101	699	333	172712	0	6529	3341	357	84	674	452	43604	0	304	1956	221
"P_20564"	1	1	0.518	0.518	-117.235	NA	32.795	"C22H40O3"	"[M - H2O + H]+"	"C22H39O2+"	"KKPWDPXWIUPCGB"	"InChI=1S/C22H40O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21(23)19-16-17-20-22(24)25/h16-17,19-21,23H,2-15,18H2,1H3,(H,24,25)"	"Pantheric Acid A"	"CCCCCCCCCCCCCCCCC(C=CC=CC(=O)O)O"	8.3	"162814055;145721311"	"COCONUT:(CNP0071300);LIPIDMAPS:(LMFA01031177);SUPERNATURAL:(SN0188176);PUBCHEM:(162814055 145721311);LOTUS:(Q105142310)"	2419064834	335.293	785	13.076	637216347549872512	637164099166005888	20564	NA	"Fatty acids"	0.997	"Fatty Acids and Conjugates"	0.627	"Unsaturated fatty acids"	0.442	"Lipids and lipid-like molecules"	0.966	"Fatty Acyls"	0.942	"Fatty acids and conjugates"	0.624	"Long-chain fatty acids"	0.687	"Long-chain fatty acids"	0.687	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Unsaturated fatty acids; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Long-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	6901	1433	7982	4475	559	1298	560	426	559	282	3026	6924	9875	4715	433	411	1080	463	3526	2676	342	34107	993
"P_22491"	1	3	0.572	0.572	-128.237	NA	68.993	"C22H40O3"	"[M + H]+"	"C22H41O3+"	"KKPWDPXWIUPCGB"	"InChI=1S/C22H40O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18-21(23)19-16-17-20-22(24)25/h16-17,19-21,23H,2-15,18H2,1H3,(H,24,25)"	"Pantheric Acid A"	"CCCCCCCCCCCCCCCCC(C=CC=CC(=O)O)O"	8.3	"162814055;145721311"	"COCONUT:(CNP0071300);LIPIDMAPS:(LMFA01031177);SUPERNATURAL:(SN0188176);PUBCHEM:(162814055 145721311);LOTUS:(Q105142310)"	2419064834	353.304	785	13.086	637224571116838912	637164186424315776	22491	NA	"Fatty acids"	0.979	"Fatty acyls"	0.469	"Fatty alcohols"	0.747	"Lipids and lipid-like molecules"	0.928	"Fatty Acyls"	0.887	"Fatty alcohols"	0.765	"Long-chain fatty alcohols"	0.729	"Long-chain fatty alcohols"	0.729	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Fatty alcohols; Secondary alcohols; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1593	12251	1913	0	3268	5290	3158	2517	3907	1640	12524	55498	53819	39339	5431	3740	5096	4635	47876	1067	3489	704248	2816
"P_20147"	1	1	0.834	0.906	-57.088	NA	110.137	"C19H38O4"	"[M + H]+"	"C19H39O4+"	"QHZLMUACJMDIAE"	"InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3"	"Glyceryl Palmitate"	"CCCCCCCCCCCCCCCC(=O)OCC(CO)O"	5.566	"3084463;54229153;11359451;14900;57694152"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0011564 HMDB0245964);MiMeDB:(MMDBc0000667 MMDBc0034221);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(14900 11359451 3084463);LIPIDMAPS:(LMGL01010001 LMGL01010009);SUPERNATURAL:(SN0305940);MESH:(14900 3084463 11359451);FooDB:(FDB003076 FDB028277);PUBCHEM:(3084463 54229153 11359451 14900 57694152);GNPS:(CCMSLIB00000849056);COCONUT:(CNP0138044);NORMAN:(NS00010577 NS00087852);METACYC:(CPD-8508);CHEBI:(69081 75542 64757 75811);DSSTox:(DTXSID00891470 DTXSID701313712);LOTUS:(Q27887716 Q27105048 Q27133404);YMDB:(YMDB02313);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(QHZLMUACJMDIAE-UHFFFAOYSA-N)"	141724817534	331.283	785	13.089	637214982039554432	637164079721210368	20147	NA	"Fatty acids"	0.999	"Glycerolipids"	0.998	"Monoacylglycerols"	0.999	"Lipids and lipid-like molecules"	0.995	"Glycerolipids"	0.992	"Monoradylglycerols"	0.987	"Monoacylglycerols"	0.932	"1-monoacylglycerols"	0.814	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Carboxylic acid esters; 1-monoacylglycerols; Secondary alcohols; Carbonyl compounds; Polyols; 1,2-diols; Monoradylglycerols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	2241	338	67524	28984	1941	396432	2014	472	1659	1123	658410	265184	230159	86864	2695	691	1783	2329	94789	2959	1672	193924	2382
"P_32978"	1	1	0.908	0.908	-131.066	NA	27.439	"C21H37O6P"	"[M + H]+"	"C21H38O6P+"	"AZRMIMGGEACCGU"	"InChI=1S/C21H37O6P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(22)25-18-20-19-26-28(23,24)27-20/h6-7,9-10,20H,2-5,8,11-19H2,1H3,(H,23,24)"	"(2-hydroxy-2-oxo-1,3,2λ⁵-dioxaphospholan-4-yl)methyl octadeca-9,12-dienoate"	"CCCCCC=CCC=CCCCCCCCC(=O)OCC1COP(=O)(O1)O"	5.5	"53477947;76040436"	"PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0206204);HMDB:(HMDB0007007);CHEBI:(137248);SUPERNATURAL:(SN0019678);FooDB:(FDB024201);PUBCHEM:(53477947 76040436);PUBCHEMANNOTATIONDRUG:(null)"	590348330	417.239	787	13.117	637287129855482752	637164676319074560	32978	NA	"Fatty acids"	1	"Glycerophospholipids"	1	"Glycerophosphates"	0.946	"Lipids and lipid-like molecules"	0.996	"Glycerophospholipids"	0.997	"Glycerophosphates"	0.82	"Monoacylglycerophosphates"	0.677	"1-acylglycerol-3-phosphates"	0.681	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Lysophosphatidic acids; Secondary alcohols; Monoacylglycerophosphates; 1-acylglycerol-3-phosphates; Carbonyl compounds; Glycerophosphates; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	1653	2772	70349	52899	419	2658	890	972	2011	228	1140	18780	18215	1847	814	2769	1798	457	5599	871	1955	17753	552
"P_33984"	1	2	0.316	0.316	-118.208	NA	59.441	"C26H40O3"	"[M + Na]+"	"C26H40NaO3+"	"PFOVLLSEYCTGAF"	"InChI=1S/C26H40O3/c1-19(12-8-14-22-18-24(27)29-25(22)28-6)10-7-11-20(2)15-16-23-21(3)13-9-17-26(23,4)5/h11-12,18,25H,7-10,13-17H2,1-6H3"	"4-[4,8-dimethyl-10-(2,6,6-trimethylcyclohex-1-en-1-yl)deca-3,7-dien-1-yl]-5-methoxy-2,5-dihydrofuran-2-one"	"CC1=C(C(CCC1)(C)C)CCC(=CCCC(=CCCC2=CC(=O)OC2OC)C)C"	6.6	"21573065;163041038;73796528"	"COCONUT:(CNP0321961);TeroMol:(TKC046163);SUPERNATURAL:(SN0284093);PUBCHEM:(21573065 163041038 73796528);LOTUS:(Q105207887);PUBMED"	279969858	423.286	788	13.133	637294713161504128	637164722708081664	33984	NA	"Terpenoids"	0.978	"Steroids"	0.39	"Ophiobolane sesterterpenoids"	0.147	"Lipids and lipid-like molecules"	0.963	"Prenol lipids"	0.746	""	NA	""	NA	"Prenol lipids"	0.746	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Prenol lipids; Organooxygen compounds; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	386	58761	11913	68619	889	1256	47250	1117	1176	447	0	5258	5611	5974	795	1979	32229	1216	24986	22177	38305	4889	35016
"P_28001"	1	2	0.822	0.905	-33.259	NA	48.203	"C27H44O"	"[M + H]+"	"C27H45O+"	"NYOXRYYXRWJDKP"	"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h17-19,22-25H,6-16H2,1-5H3"	"Cholestenone"	"CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C"	7.792	"134458030;102602314;124903274;124903275;51521445;9821466;163321895;76974111;16401110;51421552;129847505;7002052;7002053;7059410;7091685;7091686;7163287;7543587;7543628;124427152;162992313;146165635;156716414;56846550;129448949;142330808;1551110;1768412;1768413;1768414;11395010;440;91477;12120345;12284307;12284308;12284314;12284315;11869370;11869371;11869372;11869373;11875865;11875866;11887412;11907761;11907762;44135458;143806473;2752865"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000921);MiMeDB:(MMDBc0000379);TeroMol:(TKC119217);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(440 91477);LIPIDMAPS:(LMST01010015);SUPERNATURAL:(SN0258673);MESH:(91477);FooDB:(FDB022319);PUBCHEM:(134458030 102602314 124903274 124903275 51521445 9821466 163321895 76974111 16401110 51421552 129847505 7002052 7002053 7059410 7091685 7091686 7163287 7543587 7543628 124427152 162992313 146165635 156716414 56846550 129448949 142330808 1551110 1768412 1768413 1768414 11395010 440 91477 12120345 12284307 12284308 12284314 12284315 11869370 11869371 11869372 11869373 11875865 11875866 11887412 11907761 11907762 44135458 143806473 2752865);GNPS:(CCMSLIB00003137024);COCONUT:(CNP0265358);NORMAN:(NS00014741);METACYC:(CPD-323 CPD-8916 SMA-0000123);CHEBI:(16175 180953);KEGG:(C00599);DSSTox:(DTXSID90872379);LOTUS:(Q27098418 Q105187611);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(NYOXRYYXRWJDKP-UHFFFAOYSA-N)"	141598923134	385.348	788	13.133	637248973423580160	637164446995478912	28001	NA	"Terpenoids"	0.999	"Steroids"	0.998	"Cholestane steroids"	0.856	"Lipids and lipid-like molecules"	0.997	"Steroids and steroid derivatives"	0.996	"Cholestane steroids"	0.512	""	NA	"Cholestane steroids"	0.512	"Organic compounds; Lipids and lipid-like molecules; Ketones; Steroids and steroid derivatives; Organooxygen compounds; Oxosteroids; Carbonyl compounds; 3-oxo delta-4-steroids; Delta-4-steroids; 3-oxosteroids; Cyclic ketones; Cholestane steroids; Organic oxides; Hydrocarbon derivatives; Cyclohexenones; Organic oxygen compounds; Chemical entities"	639	1515	14095	4169	732	2215	882	302	714	1006	883	2102	25853	394	895	31652	800	863	2136	3696	50402	662	861
"P_25621"	1	1	0.853	0.853	-71.549	NA	30.575	"C22H42O4"	"[M]+"	"C22H43O4+"	"SAOKZLXYCUGLFA"	"InChI=1S/C22H42O4/c1-5-9-13-19(7-3)17-25-21(23)15-11-12-16-22(24)26-18-20(8-4)14-10-6-2/h19-20H,5-18H2,1-4H3"	"Bis(2-Ethylhexyl) Hexanedioate"	"CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC"	6.8	"154790032;40468165;40468166;25021586;10474929;129318096;131869150;7641"	"PUBCHEMANNOTATIONBIO;HMDB:(HMDB0040270);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(7641);LIPIDMAPS:(LMFA07020005);SUPERNATURAL:(SN0340260);HSDB:(103-23-1);MESH:(7641);FooDB:(FDB019988);PUBCHEM:(154790032 40468165 40468166 25021586 10474929 129318096 131869150 7641);MACONDA:(CON00008);COCONUT:(CNP0163215);NORMAN:(NS00008424 NS00102309);METACYC:(CPD-25450);CHEBI:(34675);KEGG:(C14240);DSSTox:(DTXSID0020606);LOTUS:(Q412835 Q105249002);PUBCHEMANNOTATIONDRUG;PUBCHEMANNOTATIONFOOD;PUBMED"	140651007854	371.314	788	13.139	637236802945297920	637164336093875200	25621	NA	"Fatty acids"	0.996	"Fatty esters"	0.994	"Wax diesters"	0.989	"Lipids and lipid-like molecules"	0.986	"Fatty Acyls"	0.994	"Fatty acid esters"	0.99	""	NA	"Fatty acid esters"	0.99	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	4229	6662	10470	4096	5515	4022	3993	6214	7465	5843	4737	2665	4047	5684	3958	6620	3954	5819	10003	2174	4787	54233	5227
"P_24958"	1	2	0.651	0.895	-46.748	NA	74.464	"C27H46O2"	"[M - H4O2 + H]+"	"C27H43+"	"OYXZMSRRJOYLLO"	"InChI=1S/C27H46O2/c1-17(2)7-6-8-18(3)21-9-10-22-25-23(12-14-27(21,22)5)26(4)13-11-20(28)15-19(26)16-24(25)29/h16-18,20-25,28-29H,6-15H2,1-5H3"	"9a,11a-dimethyl-1-(6-methylheptan-2-yl)-1H,2H,3H,3aH,3bH,4H,6H,7H,8H,9H,9aH,9bH,10H,11H,11aH-cyclopenta[a]phenanthrene-4,7-diol"	"CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C"	7.4	"42620281;154792842;95389588;124567840;124914459;124914460;124914461;53477732;15571093;15571095;15571096;15571097;15571099;15571100;15571103;50986562;15955973;23425619;134688394;163856726;22826216;22867233;124427209;101759609;101759610;162881289;162881290;162881291;146295970;160138125;140901867;3247055;3247057;10318961;143063753;141888122;71748931;71748932;71748933;71748934;1548911;1782930;1782932;1782933;24058272;153493898;139025236;139025238;10525302;10811242;59966826;405;91473;107722;473141;46781745;133689008;44312435;44312549"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0001496 HMDB0006119 HMDB0059592 HMDB0247280);MiMeDB:(MMDBc0000614);TeroMol:(TKC206915 TKC118929);BloodExposome:(53477732 22867233 473141 15571093 107722);LIPIDMAPS:(LMST01010006 LMST01010008 LMST01010013 LMST01010047);SUPERNATURAL:(SN0278839);MESH:(107722 473141);FooDB:(FDB023832);PUBCHEM:(42620281 154792842 95389588 124567840 124914459 124914460 124914461 53477732 15571093 15571095 15571096 15571097 15571099 15571100 15571103 50986562 15955973 23425619 134688394 163856726 22826216 22867233 124427209 101759609 101759610 162881289 162881290 162881291 146295970 160138125 140901867 3247055 3247057 10318961 143063753 141888122 71748931 71748932 71748933 71748934 1548911 1782930 1782932 1782933 24058272 153493898 139025236 139025238 10525302 10811242 59966826 405 91473 107722 473141 46781745 133689008 44312435 44312549);COCONUT:(CNP0147119);NORMAN:(NS00069996);METACYC:(CPD-266);CHEBI:(89281 42989 17500);KEGG:(C03594);DSSTox:(DTXSID40903965 DTXSID60862207);LOTUS:(Q155744 Q27074031 Q105203604 Q105203608 Q111241940);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null)"	141531810158	367.333	788	13.141	637233085537681664	637164304221355776	24958	NA	"Terpenoids"	0.997	"Steroids"	0.991	"Cholestane steroids"	0.794	"Lipids and lipid-like molecules"	0.996	"Steroids and steroid derivatives"	0.99	"Cholestane steroids"	0.595	"Cholesterols and derivatives"	0.6	"Cholesterols and derivatives"	0.6	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Cyclic alcohols and derivatives; Hydroxysteroids; Cholesterols and derivatives; Secondary alcohols; 3-hydroxy delta-5-steroids; Delta-5-steroids; 3-hydroxysteroids; Cholestane steroids; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	512	4594	1293	3465	0	1508	1754	795	1294	849	1112	343	1506	194	333	6282	1317	1044	2846	2438	979	81	436
